index,prompt,has_numeral,is_frequent,entities,prompt_type,dataset_id
1026,1 black apple.,0,-1,black apple:1,attribute-color,geckonum_01026
1027,1 black cat.,0,-1,black cat:1,attribute-color,geckonum_01027
1028,1 black koala.,0,-1,black koala:1,attribute-color,geckonum_01028
1029,1 black mushroom.,0,-1,black mushroom:1,attribute-color,geckonum_01029
1030,1 black bottle.,0,-1,black bottle:1,attribute-color,geckonum_01030
1031,One black apple.,1,-1,black apple:1,attribute-color,geckonum_01031
1032,One black cat.,1,-1,black cat:1,attribute-color,geckonum_01032
1033,One black koala.,1,-1,black koala:1,attribute-color,geckonum_01033
1034,One black mushroom.,1,-1,black mushroom:1,attribute-color,geckonum_01034
1035,One black bottle.,1,-1,black bottle:1,attribute-color,geckonum_01035
1036,2 black apples.,0,-1,black apple:2,attribute-color,geckonum_01036
1037,2 black cats.,0,-1,black cat:2,attribute-color,geckonum_01037
1038,2 black koalas.,0,-1,black koala:2,attribute-color,geckonum_01038
1039,2 black mushrooms.,0,-1,black mushroom:2,attribute-color,geckonum_01039
1040,2 black bottles.,0,-1,black bottle:2,attribute-color,geckonum_01040
1041,Two black apples.,1,-1,black apple:2,attribute-color,geckonum_01041
1042,Two black cats.,1,-1,black cat:2,attribute-color,geckonum_01042
1043,Two black koalas.,1,-1,black koala:2,attribute-color,geckonum_01043
1044,Two black mushrooms.,1,-1,black mushroom:2,attribute-color,geckonum_01044
1045,Two black bottles.,1,-1,black bottle:2,attribute-color,geckonum_01045
1046,3 black apples.,0,-1,black apple:3,attribute-color,geckonum_01046
1047,3 black cats.,0,-1,black cat:3,attribute-color,geckonum_01047
1048,3 black koalas.,0,-1,black koala:3,attribute-color,geckonum_01048
1049,3 black mushrooms.,0,-1,black mushroom:3,attribute-color,geckonum_01049
1050,3 black bottles.,0,-1,black bottle:3,attribute-color,geckonum_01050
1051,Three black apples.,1,-1,black apple:3,attribute-color,geckonum_01051
1052,Three black cats.,1,-1,black cat:3,attribute-color,geckonum_01052
1053,Three black koalas.,1,-1,black koala:3,attribute-color,geckonum_01053
1054,Three black mushrooms.,1,-1,black mushroom:3,attribute-color,geckonum_01054
1055,Three black bottles.,1,-1,black bottle:3,attribute-color,geckonum_01055
1056,4 black apples.,0,-1,black apple:4,attribute-color,geckonum_01056
1057,4 black cats.,0,-1,black cat:4,attribute-color,geckonum_01057
1058,4 black koalas.,0,-1,black koala:4,attribute-color,geckonum_01058
1059,4 black mushrooms.,0,-1,black mushroom:4,attribute-color,geckonum_01059
1060,4 black bottles.,0,-1,black bottle:4,attribute-color,geckonum_01060
1061,Four black apples.,1,-1,black apple:4,attribute-color,geckonum_01061
1062,Four black cats.,1,-1,black cat:4,attribute-color,geckonum_01062
1063,Four black koalas.,1,-1,black koala:4,attribute-color,geckonum_01063
1064,Four black mushrooms.,1,-1,black mushroom:4,attribute-color,geckonum_01064
1065,Four black bottles.,1,-1,black bottle:4,attribute-color,geckonum_01065
1066,1 white apple.,0,-1,white apple:1,attribute-color,geckonum_01066
1067,1 white cat.,0,-1,white cat:1,attribute-color,geckonum_01067
1068,1 white koala.,0,-1,white koala:1,attribute-color,geckonum_01068
1069,1 white mushroom.,0,-1,white mushroom:1,attribute-color,geckonum_01069
1070,1 white bottle.,0,-1,white bottle:1,attribute-color,geckonum_01070
1071,One white apple.,1,-1,white apple:1,attribute-color,geckonum_01071
1072,One white cat.,1,-1,white cat:1,attribute-color,geckonum_01072
1073,One white koala.,1,-1,white koala:1,attribute-color,geckonum_01073
1074,One white mushroom.,1,-1,white mushroom:1,attribute-color,geckonum_01074
1075,One white bottle.,1,-1,white bottle:1,attribute-color,geckonum_01075
1076,2 white apples.,0,-1,white apple:2,attribute-color,geckonum_01076
1077,2 white cats.,0,-1,white cat:2,attribute-color,geckonum_01077
1078,2 white koalas.,0,-1,white koala:2,attribute-color,geckonum_01078
1079,2 white mushrooms.,0,-1,white mushroom:2,attribute-color,geckonum_01079
1080,2 white bottles.,0,-1,white bottle:2,attribute-color,geckonum_01080
1081,Two white apples.,1,-1,white apple:2,attribute-color,geckonum_01081
1082,Two white cats.,1,-1,white cat:2,attribute-color,geckonum_01082
1083,Two white koalas.,1,-1,white koala:2,attribute-color,geckonum_01083
1084,Two white mushrooms.,1,-1,white mushroom:2,attribute-color,geckonum_01084
1085,Two white bottles.,1,-1,white bottle:2,attribute-color,geckonum_01085
1086,3 white apples.,0,-1,white apple:3,attribute-color,geckonum_01086
1087,3 white cats.,0,-1,white cat:3,attribute-color,geckonum_01087
1088,3 white koalas.,0,-1,white koala:3,attribute-color,geckonum_01088
1089,3 white mushrooms.,0,-1,white mushroom:3,attribute-color,geckonum_01089
1090,3 white bottles.,0,-1,white bottle:3,attribute-color,geckonum_01090
1091,Three white apples.,1,-1,white apple:3,attribute-color,geckonum_01091
1092,Three white cats.,1,-1,white cat:3,attribute-color,geckonum_01092
1093,Three white koalas.,1,-1,white koala:3,attribute-color,geckonum_01093
1094,Three white mushrooms.,1,-1,white mushroom:3,attribute-color,geckonum_01094
1095,Three white bottles.,1,-1,white bottle:3,attribute-color,geckonum_01095
1096,4 white apples.,0,-1,white apple:4,attribute-color,geckonum_01096
1097,4 white cats.,0,-1,white cat:4,attribute-color,geckonum_01097
1098,4 white koalas.,0,-1,white koala:4,attribute-color,geckonum_01098
1099,4 white mushrooms.,0,-1,white mushroom:4,attribute-color,geckonum_01099
1100,4 white bottles.,0,-1,white bottle:4,attribute-color,geckonum_01100
1101,Four white apples.,1,-1,white apple:4,attribute-color,geckonum_01101
1102,Four white cats.,1,-1,white cat:4,attribute-color,geckonum_01102
1103,Four white koalas.,1,-1,white koala:4,attribute-color,geckonum_01103
1104,Four white mushrooms.,1,-1,white mushroom:4,attribute-color,geckonum_01104
1105,Four white bottles.,1,-1,white bottle:4,attribute-color,geckonum_01105
1106,1 red apple.,0,-1,red apple:1,attribute-color,geckonum_01106
1107,1 red cat.,0,-1,red cat:1,attribute-color,geckonum_01107
1108,1 red koala.,0,-1,red koala:1,attribute-color,geckonum_01108
1109,1 red mushroom.,0,-1,red mushroom:1,attribute-color,geckonum_01109
1110,1 red bottle.,0,-1,red bottle:1,attribute-color,geckonum_01110
1111,One red apple.,1,-1,red apple:1,attribute-color,geckonum_01111
1112,One red cat.,1,-1,red cat:1,attribute-color,geckonum_01112
1113,One red koala.,1,-1,red koala:1,attribute-color,geckonum_01113
1114,One red mushroom.,1,-1,red mushroom:1,attribute-color,geckonum_01114
1115,One red bottle.,1,-1,red bottle:1,attribute-color,geckonum_01115
1116,2 red apples.,0,-1,red apple:2,attribute-color,geckonum_01116
1117,2 red cats.,0,-1,red cat:2,attribute-color,geckonum_01117
1118,2 red koalas.,0,-1,red koala:2,attribute-color,geckonum_01118
1119,2 red mushrooms.,0,-1,red mushroom:2,attribute-color,geckonum_01119
1120,2 red bottles.,0,-1,red bottle:2,attribute-color,geckonum_01120
1121,Two red apples.,1,-1,red apple:2,attribute-color,geckonum_01121
1122,Two red cats.,1,-1,red cat:2,attribute-color,geckonum_01122
1123,Two red koalas.,1,-1,red koala:2,attribute-color,geckonum_01123
1124,Two red mushrooms.,1,-1,red mushroom:2,attribute-color,geckonum_01124
1125,Two red bottles.,1,-1,red bottle:2,attribute-color,geckonum_01125
1126,3 red apples.,0,-1,red apple:3,attribute-color,geckonum_01126
1127,3 red cats.,0,-1,red cat:3,attribute-color,geckonum_01127
1128,3 red koalas.,0,-1,red koala:3,attribute-color,geckonum_01128
1129,3 red mushrooms.,0,-1,red mushroom:3,attribute-color,geckonum_01129
1130,3 red bottles.,0,-1,red bottle:3,attribute-color,geckonum_01130
1131,Three red apples.,1,-1,red apple:3,attribute-color,geckonum_01131
1132,Three red cats.,1,-1,red cat:3,attribute-color,geckonum_01132
1133,Three red koalas.,1,-1,red koala:3,attribute-color,geckonum_01133
1134,Three red mushrooms.,1,-1,red mushroom:3,attribute-color,geckonum_01134
1135,Three red bottles.,1,-1,red bottle:3,attribute-color,geckonum_01135
1136,4 red apples.,0,-1,red apple:4,attribute-color,geckonum_01136
1137,4 red cats.,0,-1,red cat:4,attribute-color,geckonum_01137
1138,4 red koalas.,0,-1,red koala:4,attribute-color,geckonum_01138
1139,4 red mushrooms.,0,-1,red mushroom:4,attribute-color,geckonum_01139
1140,4 red bottles.,0,-1,red bottle:4,attribute-color,geckonum_01140
1141,Four red apples.,1,-1,red apple:4,attribute-color,geckonum_01141
1142,Four red cats.,1,-1,red cat:4,attribute-color,geckonum_01142
1143,Four red koalas.,1,-1,red koala:4,attribute-color,geckonum_01143
1144,Four red mushrooms.,1,-1,red mushroom:4,attribute-color,geckonum_01144
1145,Four red bottles.,1,-1,red bottle:4,attribute-color,geckonum_01145
1146,1 green apple.,0,-1,green apple:1,attribute-color,geckonum_01146
1147,1 green cat.,0,-1,green cat:1,attribute-color,geckonum_01147
1148,1 green koala.,0,-1,green koala:1,attribute-color,geckonum_01148
1149,1 green mushroom.,0,-1,green mushroom:1,attribute-color,geckonum_01149
1150,1 green bottle.,0,-1,green bottle:1,attribute-color,geckonum_01150
1151,One green apple.,1,-1,green apple:1,attribute-color,geckonum_01151
1152,One green cat.,1,-1,green cat:1,attribute-color,geckonum_01152
1153,One green koala.,1,-1,green koala:1,attribute-color,geckonum_01153
1154,One green mushroom.,1,-1,green mushroom:1,attribute-color,geckonum_01154
1155,One green bottle.,1,-1,green bottle:1,attribute-color,geckonum_01155
1156,2 green apples.,0,-1,green apple:2,attribute-color,geckonum_01156
1157,2 green cats.,0,-1,green cat:2,attribute-color,geckonum_01157
1158,2 green koalas.,0,-1,green koala:2,attribute-color,geckonum_01158
1159,2 green mushrooms.,0,-1,green mushroom:2,attribute-color,geckonum_01159
1160,2 green bottles.,0,-1,green bottle:2,attribute-color,geckonum_01160
1161,Two green apples.,1,-1,green apple:2,attribute-color,geckonum_01161
1162,Two green cats.,1,-1,green cat:2,attribute-color,geckonum_01162
1163,Two green koalas.,1,-1,green koala:2,attribute-color,geckonum_01163
1164,Two green mushrooms.,1,-1,green mushroom:2,attribute-color,geckonum_01164
1165,Two green bottles.,1,-1,green bottle:2,attribute-color,geckonum_01165
1166,3 green apples.,0,-1,green apple:3,attribute-color,geckonum_01166
1167,3 green cats.,0,-1,green cat:3,attribute-color,geckonum_01167
1168,3 green koalas.,0,-1,green koala:3,attribute-color,geckonum_01168
1169,3 green mushrooms.,0,-1,green mushroom:3,attribute-color,geckonum_01169
1170,3 green bottles.,0,-1,green bottle:3,attribute-color,geckonum_01170
1171,Three green apples.,1,-1,green apple:3,attribute-color,geckonum_01171
1172,Three green cats.,1,-1,green cat:3,attribute-color,geckonum_01172
1173,Three green koalas.,1,-1,green koala:3,attribute-color,geckonum_01173
1174,Three green mushrooms.,1,-1,green mushroom:3,attribute-color,geckonum_01174
1175,Three green bottles.,1,-1,green bottle:3,attribute-color,geckonum_01175
1176,4 green apples.,0,-1,green apple:4,attribute-color,geckonum_01176
1177,4 green cats.,0,-1,green cat:4,attribute-color,geckonum_01177
1178,4 green koalas.,0,-1,green koala:4,attribute-color,geckonum_01178
1179,4 green mushrooms.,0,-1,green mushroom:4,attribute-color,geckonum_01179
1180,4 green bottles.,0,-1,green bottle:4,attribute-color,geckonum_01180
1181,Four green apples.,1,-1,green apple:4,attribute-color,geckonum_01181
1182,Four green cats.,1,-1,green cat:4,attribute-color,geckonum_01182
1183,Four green koalas.,1,-1,green koala:4,attribute-color,geckonum_01183
1184,Four green mushrooms.,1,-1,green mushroom:4,attribute-color,geckonum_01184
1185,Four green bottles.,1,-1,green bottle:4,attribute-color,geckonum_01185
1186,Two black koalas and 2 black apples.,1,-1,"black koala:2,black apple:2",2-additive-color,geckonum_01186
1187,One black bottle and four green apples.,1,-1,"black bottle:1,green apple:4",2-additive-color,geckonum_01187
1188,2 white koalas and 2 white mushrooms.,0,-1,"white koala:2,white mushroom:2",2-additive-color,geckonum_01188
1189,4 green koalas and one black apple.,1,-1,"green koala:4,black apple:1",2-additive-color,geckonum_01189
1190,Three red apples and two green mushrooms.,1,-1,"red apple:3,green mushroom:2",2-additive-color,geckonum_01190
1191,4 black koalas and three white mushrooms.,1,-1,"black koala:4,white mushroom:3",2-additive-color,geckonum_01191
1192,Two red apples and one red koala.,1,-1,"red apple:2,red koala:1",2-additive-color,geckonum_01192
1193,2 white bottles and 2 white apples.,0,-1,"white bottle:2,white apple:2",2-additive-color,geckonum_01193
1194,3 black bottles and 3 red bottles.,0,-1,"black bottle:3,red bottle:3",2-additive-color,geckonum_01194
1195,3 black koalas and one white apple.,1,-1,"black koala:3,white apple:1",2-additive-color,geckonum_01195
1196,3 green apples and 3 green bottles.,0,-1,"green apple:3,green bottle:3",2-additive-color,geckonum_01196
1197,2 black mushrooms and four green koalas.,1,-1,"black mushroom:2,green koala:4",2-additive-color,geckonum_01197
1198,3 red bottles and 1 green cat.,0,-1,"red bottle:3,green cat:1",2-additive-color,geckonum_01198
1199,Four green koalas and 4 black koalas.,1,-1,"green koala:4,black koala:4",2-additive-color,geckonum_01199
1200,Four red bottles and 4 black apples.,1,-1,"red bottle:4,black apple:4",2-additive-color,geckonum_01200
1201,3 black koalas and 4 red bottles.,0,-1,"black koala:3,red bottle:4",2-additive-color,geckonum_01201
1202,2 white mushrooms and 1 red mushroom.,0,-1,"white mushroom:2,red mushroom:1",2-additive-color,geckonum_01202
1203,Two white apples and 2 red cats.,1,-1,"white apple:2,red cat:2",2-additive-color,geckonum_01203
1204,One black koala and three green bottles.,1,-1,"black koala:1,green bottle:3",2-additive-color,geckonum_01204
1205,3 white cats and 2 white mushrooms.,0,-1,"white cat:3,white mushroom:2",2-additive-color,geckonum_01205
1206,Four red mushrooms and three red koalas.,1,-1,"red mushroom:4,red koala:3",2-additive-color,geckonum_01206
1207,One red koala and 2 black bottles.,1,-1,"red koala:1,black bottle:2",2-additive-color,geckonum_01207
1208,4 red mushrooms and 1 black bottle.,0,-1,"red mushroom:4,black bottle:1",2-additive-color,geckonum_01208
1209,Two black cats and 2 red cats.,1,-1,"black cat:2,red cat:2",2-additive-color,geckonum_01209
1210,Four red cats and 2 green apples.,1,-1,"red cat:4,green apple:2",2-additive-color,geckonum_01210
1211,Three green cats and 3 red cats.,1,-1,"green cat:3,red cat:3",2-additive-color,geckonum_01211
1212,Three green mushrooms and 3 red apples.,1,-1,"green mushroom:3,red apple:3",2-additive-color,geckonum_01212
1213,2 white apples and 2 white mushrooms.,0,-1,"white apple:2,white mushroom:2",2-additive-color,geckonum_01213
1214,Two green mushrooms and four green koalas.,1,-1,"green mushroom:2,green koala:4",2-additive-color,geckonum_01214
1215,One red bottle and 4 red koalas.,1,-1,"red bottle:1,red koala:4",2-additive-color,geckonum_01215
1216,Four black apples and one red bottle.,1,-1,"black apple:4,red bottle:1",2-additive-color,geckonum_01216
1217,Four red bottles and 2 red apples.,1,-1,"red bottle:4,red apple:2",2-additive-color,geckonum_01217
1218,4 green mushrooms and two red koalas.,1,-1,"green mushroom:4,red koala:2",2-additive-color,geckonum_01218
1219,Two white bottles and one red bottle.,1,-1,"white bottle:2,red bottle:1",2-additive-color,geckonum_01219
1220,3 black cats and 3 black mushrooms.,0,-1,"black cat:3,black mushroom:3",2-additive-color,geckonum_01220
1221,Two green bottles and 4 white bottles.,1,-1,"green bottle:2,white bottle:4",2-additive-color,geckonum_01221
1222,Two white bottles and three green mushrooms.,1,-1,"white bottle:2,green mushroom:3",2-additive-color,geckonum_01222
1223,Four white bottles and one black cat.,1,-1,"white bottle:4,black cat:1",2-additive-color,geckonum_01223
1224,2 white koalas and four green apples.,1,-1,"white koala:2,green apple:4",2-additive-color,geckonum_01224
1225,3 black mushrooms and 2 white koalas.,0,-1,"black mushroom:3,white koala:2",2-additive-color,geckonum_01225
1226,2 black koalas and four white koalas.,1,-1,"black koala:2,white koala:4",2-additive-color,geckonum_01226
1227,2 red bottles and 4 white cats.,0,-1,"red bottle:2,white cat:4",2-additive-color,geckonum_01227
1228,1 black apple and 3 red mushrooms.,0,-1,"black apple:1,red mushroom:3",2-additive-color,geckonum_01228
1229,4 red bottles and 1 red apple.,0,-1,"red bottle:4,red apple:1",2-additive-color,geckonum_01229
1230,1 white apple and 2 black koalas.,0,-1,"white apple:1,black koala:2",2-additive-color,geckonum_01230
1231,Three black cats and 1 green koala.,1,-1,"black cat:3,green koala:1",2-additive-color,geckonum_01231
1232,Four black bottles and four green bottles.,1,-1,"black bottle:4,green bottle:4",2-additive-color,geckonum_01232
1233,Four white apples and 2 white cats.,1,-1,"white apple:4,white cat:2",2-additive-color,geckonum_01233
1234,Four white bottles and 4 black mushrooms.,1,-1,"white bottle:4,black mushroom:4",2-additive-color,geckonum_01234
1235,2 green mushrooms and one white koala.,1,-1,"green mushroom:2,white koala:1",2-additive-color,geckonum_01235
1236,Three green apples and 1 red apple.,1,-1,"green apple:3,red apple:1",2-additive-color,geckonum_01236
1237,One black cat and one black apple.,1,-1,"black cat:1,black apple:1",2-additive-color,geckonum_01237
1238,2 white koalas and 1 black apple.,0,-1,"white koala:2,black apple:1",2-additive-color,geckonum_01238
1239,Three black mushrooms and 2 red cats.,1,-1,"black mushroom:3,red cat:2",2-additive-color,geckonum_01239
1240,3 red koalas and 1 green koala.,0,-1,"red koala:3,green koala:1",2-additive-color,geckonum_01240
1241,3 red cats and two red koalas.,1,-1,"red cat:3,red koala:2",2-additive-color,geckonum_01241
1242,Two white mushrooms and 3 green apples.,1,-1,"white mushroom:2,green apple:3",2-additive-color,geckonum_01242
1243,1 white bottle and 1 green cat.,0,-1,"white bottle:1,green cat:1",2-additive-color,geckonum_01243
1244,3 black koalas and 4 black cats.,0,-1,"black koala:3,black cat:4",2-additive-color,geckonum_01244
1245,4 white cats and 4 red apples.,0,-1,"white cat:4,red apple:4",2-additive-color,geckonum_01245
1246,4 white bottles and 3 green apples.,0,-1,"white bottle:4,green apple:3",2-additive-color,geckonum_01246
1247,2 white koalas and two black bottles.,1,-1,"white koala:2,black bottle:2",2-additive-color,geckonum_01247
1248,One green mushroom and two white cats.,1,-1,"green mushroom:1,white cat:2",2-additive-color,geckonum_01248
1249,Three white apples and two green mushrooms.,1,-1,"white apple:3,green mushroom:2",2-additive-color,geckonum_01249
1250,One white apple and three black bottles.,1,-1,"white apple:1,black bottle:3",2-additive-color,geckonum_01250
1251,One black cat and 4 green cats.,1,-1,"black cat:1,green cat:4",2-additive-color,geckonum_01251
1252,2 red bottles and 1 white koala.,0,-1,"red bottle:2,white koala:1",2-additive-color,geckonum_01252
1253,Four white mushrooms and four black apples.,1,-1,"white mushroom:4,black apple:4",2-additive-color,geckonum_01253
1254,One green mushroom and one black cat.,1,-1,"green mushroom:1,black cat:1",2-additive-color,geckonum_01254
1255,1 white mushroom and 3 white apples.,0,-1,"white mushroom:1,white apple:3",2-additive-color,geckonum_01255
1256,Three black apples and three red cats.,1,-1,"black apple:3,red cat:3",2-additive-color,geckonum_01256
1257,Three red cats and 1 green apple.,1,-1,"red cat:3,green apple:1",2-additive-color,geckonum_01257
1258,Four green koalas and 1 black apple.,1,-1,"green koala:4,black apple:1",2-additive-color,geckonum_01258
1259,3 white koalas and 2 black bottles.,0,-1,"white koala:3,black bottle:2",2-additive-color,geckonum_01259
1260,2 white bottles and two white cats.,1,-1,"white bottle:2,white cat:2",2-additive-color,geckonum_01260
1261,Four red cats and two black bottles.,1,-1,"red cat:4,black bottle:2",2-additive-color,geckonum_01261
1262,Three green bottles and one red mushroom.,1,-1,"green bottle:3,red mushroom:1",2-additive-color,geckonum_01262
1263,Four red cats and four red mushrooms.,1,-1,"red cat:4,red mushroom:4",2-additive-color,geckonum_01263
1264,4 green bottles and three green cats.,1,-1,"green bottle:4,green cat:3",2-additive-color,geckonum_01264
1265,1 red koala and two black apples.,1,-1,"red koala:1,black apple:2",2-additive-color,geckonum_01265
1266,2 white mushrooms and 2 red bottles.,0,-1,"white mushroom:2,red bottle:2",2-additive-color,geckonum_01266
1267,Four white mushrooms and four black apples.,1,-1,"white mushroom:4,black apple:4",2-additive-color,geckonum_01267
1268,One green cat and one red bottle.,1,-1,"green cat:1,red bottle:1",2-additive-color,geckonum_01268
1269,2 red mushrooms and four green mushrooms.,1,-1,"red mushroom:2,green mushroom:4",2-additive-color,geckonum_01269
1270,One red mushroom and 2 green cats.,1,-1,"red mushroom:1,green cat:2",2-additive-color,geckonum_01270
1271,2 black cats and 3 white apples.,0,-1,"black cat:2,white apple:3",2-additive-color,geckonum_01271
1272,Three green cats and four red mushrooms.,1,-1,"green cat:3,red mushroom:4",2-additive-color,geckonum_01272
1273,One black mushroom and 3 black bottles.,1,-1,"black mushroom:1,black bottle:3",2-additive-color,geckonum_01273
1274,2 white mushrooms and 4 red cats.,0,-1,"white mushroom:2,red cat:4",2-additive-color,geckonum_01274
1275,1 white apple and one white bottle.,1,-1,"white apple:1,white bottle:1",2-additive-color,geckonum_01275
1276,Four red cats and 2 green bottles.,1,-1,"red cat:4,green bottle:2",2-additive-color,geckonum_01276
1277,Three black cats and 4 red apples.,1,-1,"black cat:3,red apple:4",2-additive-color,geckonum_01277
1278,2 white bottles and three red cats.,1,-1,"white bottle:2,red cat:3",2-additive-color,geckonum_01278
1279,2 green mushrooms and four green bottles.,1,-1,"green mushroom:2,green bottle:4",2-additive-color,geckonum_01279
1280,One black apple and two black koalas.,1,-1,"black apple:1,black koala:2",2-additive-color,geckonum_01280
1281,Four green mushrooms and 2 white cats.,1,-1,"green mushroom:4,white cat:2",2-additive-color,geckonum_01281
1282,3 green mushrooms and 1 red apple.,0,-1,"green mushroom:3,red apple:1",2-additive-color,geckonum_01282
1283,2 green koalas and 3 green bottles.,0,-1,"green koala:2,green bottle:3",2-additive-color,geckonum_01283
1284,Four green mushrooms and two black apples.,1,-1,"green mushroom:4,black apple:2",2-additive-color,geckonum_01284
1285,3 black apples and four black mushrooms.,1,-1,"black apple:3,black mushroom:4",2-additive-color,geckonum_01285
1286,There are three dogs to the left of five coconuts.,1,-1,"dog:3,coconut:5",attribute-spatial,geckonum_01286
1287,There are four flies to the left of 2 okras.,1,-1,"fly:4,okra:2",attribute-spatial,geckonum_01287
1288,There are five trowels to the left of three chocolates.,1,-1,"trowel:5,chocolate:3",attribute-spatial,geckonum_01288
1289,There are four ants to the right of three apples.,1,-1,"ant:4,apple:3",attribute-spatial,geckonum_01289
1290,There are five olives below 3 cribs.,1,-1,"olive:5,crib:3",attribute-spatial,geckonum_01290
1291,There are five axolotls to the right of 3 cats.,1,-1,"axolotl:5,cat:3",attribute-spatial,geckonum_01291
1292,There is 1 burger below 2 flutes.,0,-1,"burger:1,flute:2",attribute-spatial,geckonum_01292
1293,There are 3 samosas above 4 paperclips.,0,-1,"samosa:3,paperclip:4",attribute-spatial,geckonum_01293
1294,There are three cinnamon sticks above three burgers.,1,-1,"cinnamon stick:3,burger:3",attribute-spatial,geckonum_01294
1295,There are 2 mushrooms above 3 tables.,0,-1,"mushroom:2,table:3",attribute-spatial,geckonum_01295
1296,There are 2 books below 4 mushrooms.,0,-1,"book:2,mushroom:4",attribute-spatial,geckonum_01296
1297,There are two trees to the right of two leaves.,1,-1,"tree:2,leaf:2",attribute-spatial,geckonum_01297
1298,There are three coconuts to the left of 5 burgers.,1,-1,"coconut:3,burger:5",attribute-spatial,geckonum_01298
1299,There are four pistachios to the right of 4 flies.,1,-1,"pistachio:4,fly:4",attribute-spatial,geckonum_01299
1300,There are three parsnips below two bonsais.,1,-1,"parsnip:3,bonsai:2",attribute-spatial,geckonum_01300
1301,There are 3 trowels below two samosas.,1,-1,"trowel:3,samosa:2",attribute-spatial,geckonum_01301
1302,There are four pizzas below one cinnamon stick.,1,-1,"pizza:4,cinnamon stick:1",attribute-spatial,geckonum_01302
1303,There is 1 fly below four durians.,1,-1,"fly:1,durian:4",attribute-spatial,geckonum_01303
1304,There are 3 pizzas below 1 corkscrew.,0,-1,"pizza:3,corkscrew:1",attribute-spatial,geckonum_01304
1305,There are five burgers above two fish.,1,-1,"burger:5,fish:2",attribute-spatial,geckonum_01305
1306,There are 5 flutes above 3 fish.,0,-1,"flute:5,fish:3",attribute-spatial,geckonum_01306
1307,There are 3 chocolates to the left of 3 tables.,0,-1,"chocolate:3,table:3",attribute-spatial,geckonum_01307
1308,There are 4 olives to the right of five koalas.,1,-1,"olive:4,koala:5",attribute-spatial,geckonum_01308
1309,There is 1 egg to the right of 3 flowers.,0,-1,"egg:1,flower:3",attribute-spatial,geckonum_01309
1310,There are three cats above one manatee.,1,-1,"cat:3,manatee:1",attribute-spatial,geckonum_01310
1311,There is 1 kangaroo above five olives.,1,-1,"kangaroo:1,olive:5",attribute-spatial,geckonum_01311
1312,There are 2 trowels to the right of five flies.,1,-1,"trowel:2,fly:5",attribute-spatial,geckonum_01312
1313,There are three paperclips to the left of one leaf.,1,-1,"paperclip:3,leaf:1",attribute-spatial,geckonum_01313
1314,There are 5 corkscrews above two cribs.,1,-1,"corkscrew:5,crib:2",attribute-spatial,geckonum_01314
1315,There are four pencils to the right of five trowels.,1,-1,"pencil:4,trowel:5",attribute-spatial,geckonum_01315
1316,There are 4 coconuts to the right of 3 mushrooms.,0,-1,"coconut:4,mushroom:3",attribute-spatial,geckonum_01316
1317,There are two axolotls to the left of five bottles.,1,-1,"axolotl:2,bottle:5",attribute-spatial,geckonum_01317
1318,There are five cookies to the right of three manatees.,1,-1,"cookie:5,manatee:3",attribute-spatial,geckonum_01318
1319,There are 4 chocolates to the left of one fish.,1,-1,"chocolate:4,fish:1",attribute-spatial,geckonum_01319
1320,There are two dogs below 1 tree.,1,-1,"dog:2,tree:1",attribute-spatial,geckonum_01320
1321,There are 4 chocolates to the left of 1 trowel.,0,-1,"chocolate:4,trowel:1",attribute-spatial,geckonum_01321
1322,There are 3 flowers below one trowel.,1,-1,"flower:3,trowel:1",attribute-spatial,geckonum_01322
1323,There are two mushrooms to the right of five dogs.,1,-1,"mushroom:2,dog:5",attribute-spatial,geckonum_01323
1324,There are 5 axolotls to the right of three bonsais.,1,-1,"axolotl:5,bonsai:3",attribute-spatial,geckonum_01324
1325,There are four corkscrews to the left of four cribs.,1,-1,"corkscrew:4,crib:4",attribute-spatial,geckonum_01325
1326,There are four parsnips below three okras.,1,-1,"parsnip:4,okra:3",attribute-spatial,geckonum_01326
1327,There are two bottles to the left of two axolotls.,1,-1,"bottle:2,axolotl:2",attribute-spatial,geckonum_01327
1328,There is one tree above 1 koala.,1,-1,"tree:1,koala:1",attribute-spatial,geckonum_01328
1329,There are 4 tables above three trowels.,1,-1,"table:4,trowel:3",attribute-spatial,geckonum_01329
1330,There are two koalas to the left of 3 seahorses.,1,-1,"koala:2,seahorse:3",attribute-spatial,geckonum_01330
1331,There are 3 leaves above four paperclips.,1,-1,"leaf:3,paperclip:4",attribute-spatial,geckonum_01331
1332,There are four mushrooms above one corkscrew.,1,-1,"mushroom:4,corkscrew:1",attribute-spatial,geckonum_01332
1333,There are 3 tables to the left of 1 axolotl.,0,-1,"table:3,axolotl:1",attribute-spatial,geckonum_01333
1334,There are two books below 2 cinnamon sticks.,1,-1,"book:2,cinnamon stick:2",attribute-spatial,geckonum_01334
1335,There are 3 eggs above four flowers.,1,-1,"egg:3,flower:4",attribute-spatial,geckonum_01335
1336,There are 3 leaves to the right of 4 pistachios.,0,-1,"leaf:3,pistachio:4",attribute-spatial,geckonum_01336
1337,There are 2 trowels above 1 flute.,0,-1,"trowel:2,flute:1",attribute-spatial,geckonum_01337
1338,There are three kangaroos above 5 cribs.,1,-1,"kangaroo:3,crib:5",attribute-spatial,geckonum_01338
1339,There are five leaves above four pistachios.,1,-1,"leaf:5,pistachio:4",attribute-spatial,geckonum_01339
